RADICADO,FECHA,HORA,CLASE,DIRECCIÓN,BARRIO,COMUNA,Nº VICTIMA PEATON,Nº VICTIMA ACOMPANANTE,Nº VICTIMAPASAJERO,Nº VICTIMA CONDUCTOR,Nº VICTIMA HERIDO,Nº VICTIMA MUERTO
"20,235",06/27/2021 12:00:00 AM,9:00:00 AM,Volcamiento,6205 HATILLO ANTIOQUIA GIRARDOTA,ESMERALDA,Rural,0,1,0,1,2,0
"20,239",06/24/2021 12:00:00 AM,5:40:00 PM,Atropello,km 2 + 300,ESMERALDA,Rural,1,0,0,1,2,0
"20,234",06/26/2021 12:00:00 AM,8:30:00 AM,Volcamiento,VEREDA LA CUESTA,PARQUE PRINCIPAL,Rural,0,0,0,1,1,0
"20,236",06/28/2021 12:00:00 AM,4:15:00 PM,Volcamiento,PORCE,ESMERALDA,Rural,0,0,0,1,1,0
"20,237",06/24/2021 12:00:00 AM,6:30:00 PM,Volcamiento,VEREDA POPALITO,ESMERALDA,Rural,0,0,0,1,1,0
"20,238",06/27/2021 12:00:00 AM,7:00:00 PM,Volcamiento,LA LOMITA 2,PARQUE PRINCIPAL,Rural,0,0,1,0,1,0
"20,230",06/15/2021 12:00:00 AM,3:00:00 PM,Choque,"km25+800 la arenera via Hatillo , Don Matias",PARQUE PRINCIPAL,Rural,0,1,0,1,2,0
"20,231",06/16/2021 12:00:00 AM,5:00:00 PM,Choque,KM 7 + 500 VEREDA GRACIANO,PARQUE PRINCIPAL,Rural,0,0,0,0,0,0
"20,232",06/19/2021 12:00:00 AM,1:30:00 PM,Choque,KM28+740 HATILLO SANTA ROSA (BRISAS DEL NORTE),ESMERALDA,Rural,0,0,1,1,1,1
"20,233",06/25/2021 12:00:00 AM,5:30:00 PM,Choque,KM 28 + 500,ESMERALDA,Rural,0,0,0,0,0,0
"20,229",06/27/2021 12:00:00 AM,6:25:00 PM,Volcamiento,CALLE 16 CON CARRERA 18 SANTA MONICA,HOSPITAL,Urbana,0,0,0,1,1,0
"20,227",06/18/2021 12:00:00 AM,5:00:00 PM,Atropello,km 01+100 hatillo,ESMERALDA,Rural,0,0,1,0,1,0
"20,228",06/25/2021 12:00:00 AM,12:50:00 PM,Choque,RUTA 62-05 KM 27,ESMERALDA,Rural,0,0,1,1,2,0
"20,221",06/18/2021 12:00:00 AM,8:00:00 PM,Volcamiento,el trapiche,ESMERALDA,Rural,0,0,0,1,1,0
"20,222",06/19/2021 12:00:00 AM,11:50:00 AM,Choque,KM 4+500 HATILLO- PRADERA,ESMERALDA,Rural,0,0,0,1,1,0
"20,223",06/21/2020 12:00:00 AM,7:50:00 PM,Choque,CRA 21 CON CALLE 20,HOSPITAL,Urbana,0,0,0,0,0,0
"20,219",06/20/2021 12:00:00 AM,8:00:00 AM,Choque,km 9 + 800,ESMERALDA,Rural,0,0,0,0,0,0
"20,220",06/18/2021 12:00:00 AM,7:00:00 PM,Choque,KM 7 +6OO LOS LAVADEROS,ESMERALDA,Rural,0,0,2,1,3,0
"20,218",06/13/2021 12:00:00 AM,10:20:00 PM,Volcamiento,carrera 21 con calle 10,PARQUE PRINCIPAL,Urbana,0,0,0,1,1,0
"20,216",06/17/2021 12:00:00 AM,5:30:00 PM,Choque,KM 3 + 320 TR 6205,ESMERALDA,Rural,0,1,0,1,2,0
"20,217",06/14/2021 12:00:00 AM,12:12:00 AM,Choque,KM 04+00 ENTRADA VEREDA EL ECO,ESMERALDA,Rural,0,0,0,1,1,0
"20,215",06/16/2021 12:00:00 AM,5:50:00 PM,Volcamiento,"c 6,6 km de molino viejo (via Barbosa,Santo Domingo)",PARQUE PRINCIPAL,Rural,0,1,0,1,2,0
"20,208",06/14/2021 12:00:00 AM,6:00:00 PM,Volcamiento,k 08 + 700 entrda la playita,ESMERALDA,Rural,0,0,0,1,1,0
"20,206",06/15/2021 12:00:00 AM,8:30:00 AM,Atropello,barrio santamonica,PARQUE PRINCIPAL,Urbana,0,0,0,0,1,0
"20,209",06/12/2021 12:00:00 AM,4:00:00 PM,Volcamiento,HOSPITAL BARBOSA,PARQ.DE LAS AGUAS,Urbana,0,0,0,1,1,0
"20,210",06/10/2021 12:00:00 AM,8:40:00 PM,Choque,KM 8  +400,ESMERALDA,Rural,0,0,0,0,0,0
"20,211",06/12/2021 12:00:00 AM,10:20:00 PM,Choque,"VIA BELLO, HATILLO KM 23+00",PARQUE PRINCIPAL,Rural,0,0,0,0,0,0
"20,212",06/12/2021 12:00:00 AM,10:00:00 PM,Choque,"VIA BELLO, HATILLO KM23+200",PARQUE PRINCIPAL,Rural,0,0,0,0,0,0
"20,213",06/13/2021 12:00:00 AM,9:00:00 PM,Choque,"VIA HATILLO, PRADERA KM14+700",ESMERALDA,Rural,0,1,0,1,2,0
"20,214",06/16/2021 12:00:00 AM,7:00:00 AM,Volcamiento,VEREDA EL SALADO,ESMERALDA,Rural,0,0,0,1,1,0
"20,203",06/12/2021 12:00:00 AM,3:45:00 PM,Choque,PRADERA-HATILLO KM7+400,ESMERALDA,Rural,0,1,0,1,2,0
"20,204",06/11/2021 12:00:00 AM,9:24:00 PM,Volcamiento,K3+600 VEREDA CORRIENTES,ESMERALDA,Rural,0,0,1,0,1,0
"20,202",06/08/2021 12:00:00 AM,7:30:00 AM,Choque,"vereda caña honda, via santo domingo",ESMERALDA,Rural,0,0,0,0,0,0
"20,199",06/06/2021 12:00:00 AM,4:00:00 PM,Choque,CARRERA 17 POR CALLE 20,HOSPITAL,Urbana,0,0,0,0,0,0
"20,200",06/08/2021 12:00:00 AM,7:20:00 AM,Atropello,BELLO-HATILLO KM 20+700,ESMERALDA,Rural,0,0,1,0,1,0
"20,201",06/06/2021 12:00:00 AM,4:00:00 AM,Volcamiento,VEREDA LA CALDA,ESMERALDA,Rural,0,0,0,1,1,0
"20,195",06/04/2021 12:00:00 AM,7:30:00 AM,Choque,2510 KM 33+400,ESMERALDA,Rural,0,0,0,0,0,0
"20,196",06/05/2021 12:00:00 AM,5:05:00 PM,Volcamiento,6205A BARBOSA CISNEROS KM 18+500,ESMERALDA,Rural,0,0,1,0,1,0
"20,197",06/06/2021 12:00:00 AM,10:00:00 PM,Choque,calle 5 # 18a 26,ESMERALDA,Rural,0,0,0,1,1,0
"20,198",06/08/2021 12:00:00 AM,2:00:00 PM,Choque,6205 KM 8+440 CR 21# 4-171,ESMERALDA,Urbana,0,0,0,1,1,0
"20,192",06/03/2021 12:00:00 AM,1:00:00 PM,Choque,HATILLO MATAZANO KM  34+300,ESMERALDA,Rural,0,0,0,0,0,0
"20,193",06/05/2021 12:00:00 AM,6:30:00 AM,Volcamiento,vereda la montera,ESMERALDA,Rural,0,0,0,1,1,0
"20,194",06/05/2021 12:00:00 AM,5:40:00 AM,Choque,carrera 21 cll 15 parque las vegas,ESMERALDA,Urbana,0,0,0,1,1,0
"20,190",06/01/2021 12:00:00 AM,3:50:00 PM,Volcamiento,"Kilometro 29- R 25 hatillo, supercerdo paisa",ESMERALDA,Rural,0,0,0,1,1,0
"20,191",05/31/2021 12:00:00 AM,4:30:00 PM,Choque,2510 Hatillo Donmatias Km 34+600,ESMERALDA,Rural,0,0,0,0,0,0
"20,185",05/30/2021 12:00:00 AM,5:00:00 PM,Volcamiento,kilometro 35 r 25 vereda matasano,ESMERALDA,Rural,0,0,0,1,1,0
"20,186",05/30/2021 12:00:00 AM,9:10:00 AM,Atropello,6205- kilometro 7 Tablemac,PAPELSA,Rural,0,0,0,1,1,0
"20,187",05/28/2021 12:00:00 AM,11:40:00 AM,Choque,retorno la playita,ESMERALDA,Rural,0,0,1,0,1,0
"20,188",05/26/2021 12:00:00 AM,6:10:00 PM,Choque,CLL 16 # 15-24,ESMERALDA,Urbana,0,0,0,0,0,0
"20,189",05/30/2021 12:00:00 AM,11:15:00 AM,Choque,CR 14 # 9-129,ESMERALDA,Urbana,0,0,0,0,0,0
"20,182",05/29/2021 12:00:00 AM,5:30:00 PM,Volcamiento,k 16 vereda popalito,ESMERALDA,Rural,0,0,1,0,1,0
"20,184",05/29/2021 12:00:00 AM,8:30:00 PM,Volcamiento,HSVP BARBOSA,ESMERALDA,Urbana,0,0,0,1,1,0
"20,183",05/30/2021 12:00:00 AM,4:00:00 PM,Volcamiento,kilometro 16+ 500,ESMERALDA,Rural,0,0,0,0,0,0
"20,181",05/07/2021 12:00:00 AM,1:00:00 PM,Choque,k 9 +800 rut 6205 int papelsa,ESMERALDA,Rural,0,0,0,0,0,0
"20,180",05/27/2021 12:00:00 AM,12:40:00 PM,Choque,KM 29 +200 VIA HATILLO MATASANO,ESMERALDA,Rural,0,0,0,0,0,0
"20,178",05/22/2021 12:00:00 AM,10:05:00 AM,Choque,via hatillo matazano km 27+610,ESMERALDA,Rural,0,0,0,1,0,1
"20,179",05/24/2021 12:00:00 AM,6:30:00 AM,Choque,2510 kilometro 20+600,ESMERALDA,Rural,0,0,0,1,1,0
"20,177",05/22/2021 12:00:00 AM,10:00:00 PM,Atropello,pradera hatillo km 13+ 200,ESMERALDA,Rural,0,0,1,0,1,0
"20,176",05/16/2021 12:00:00 AM,8:56:00 PM,Atropello,k 8 via barbosa hatillo,ESMERALDA,Rural,1,0,2,1,3,1
"20,175",05/20/2021 12:00:00 AM,11:30:00 AM,Atropello,RUTA 6205 KM 3 +240,PAPELSA,Rural,1,0,0,0,1,0
"20,174",05/15/2021 12:00:00 AM,9:50:00 PM,Choque,km 0 via hatillo-bello,ESMERALDA,Rural,0,0,0,0,0,0
"20,172",05/12/2021 12:00:00 AM,5:30:00 PM,Choque,VEREDA EL ECO,PAPELSA,Rural,0,0,0,0,0,0
"20,173",05/16/2021 12:00:00 AM,11:50:00 PM,Choque,km 23+ 500 via hatillo bello,ESMERALDA,Rural,0,0,0,0,0,0
"20,170",05/13/2021 12:00:00 AM,8:00:00 AM,Choque,bello hatillo km 20 +100,ESMERALDA,Rural,0,0,0,1,1,0
"20,171",05/17/2021 12:00:00 AM,8:40:00 AM,Volcamiento,k1+200 vereda isaza,ESMERALDA,Rural,0,0,0,1,1,0
"20,168",05/06/2021 12:00:00 AM,3:10:00 PM,Choque,BARRIO SAN RAFAEL CR 14 CLL 15,ESMERALDA,Urbana,0,0,0,0,0,0
"20,169",05/10/2021 12:00:00 AM,12:30:00 PM,Choque,VIA HATILLO PRADERA KM 12+980,ESMERALDA,Rural,0,0,0,0,0,0
"20,167",05/03/2021 12:00:00 AM,10:15:00 PM,Atropello,cr 17 calle 20 barrio de jesus,ESMERALDA,Urbana,0,0,1,0,1,0
"20,166",05/03/2021 12:00:00 AM,6:00:00 PM,Volcamiento,via barbosa porce k 17 ++ 300,ESMERALDA,Rural,0,0,0,1,1,0
"20,165",04/30/2021 12:00:00 AM,7:20:00 AM,Choque,hatillo matasanop km 27+400,ESMERALDA,Rural,0,0,0,0,0,0
"20,162",04/21/2021 12:00:00 AM,9:30:00 AM,Choque,cr 17 calle 18 centro,ESMERALDA,Urbana,0,0,0,0,0,0
"20,163",04/26/2021 12:00:00 AM,3:20:00 PM,Volcamiento,RUTA 6205 KM 0+500,ESMERALDA,Rural,0,0,0,1,1,0
"20,164",04/27/2021 12:00:00 AM,4:20:00 PM,Choque,via hatillo matasanos +270 km 26,ESMERALDA,Rural,0,0,1,1,2,0
"20,160",04/28/2021 12:00:00 AM,5:30:00 PM,Choque,via hatillo matasano km 23+ 700,ESMERALDA,Rural,0,0,0,0,0,0
"20,161",04/28/2021 12:00:00 AM,4:50:00 PM,Choque,k27 bomba puerto mulero  via barbosa medellin,ESMERALDA,Rural,0,0,0,0,0,0
"20,159",04/25/2021 12:00:00 AM,3:45:00 PM,Choque,via hatillo bello km 19+950,ESMERALDA,Rural,0,0,0,0,0,0
"20,158",04/15/2021 12:00:00 AM,7:40:00 AM,Choque,via bello hatillo km 21+ 500,ESMERALDA,Rural,0,0,0,1,1,0
"20,155",04/20/2021 12:00:00 AM,5:30:00 AM,Choque,km 7 + 900,ESMERALDA,Rural,0,0,0,2,2,0
"20,157",04/26/2021 12:00:00 AM,6:00:00 PM,Volcamiento,TR 6205 KM 9+900,ESMERALDA,Urbana,0,0,0,1,1,0
"20,154",04/24/2021 12:00:00 AM,6:35:00 PM,Choque,KM 31+240,ESMERALDA,Rural,0,0,0,1,1,0
"20,156",04/23/2021 12:00:00 AM,2:00:00 PM,Choque,cra 15 frente 11-47,ESMERALDA,Urbana,0,0,0,0,0,0
"20,152",04/15/2021 12:00:00 AM,5:40:00 PM,Choque,via hatillo matazano km 33+350,ESMERALDA,Rural,0,0,0,0,0,0
"20,153",04/15/2021 12:00:00 AM,5:40:00 PM,Choque,via hatillo matasano km33 + 350,ESMERALDA,Rural,0,0,0,0,0,0
"20,150",04/19/2021 12:00:00 AM,10:40:00 AM,Choque,KM 6 + 200 APROX,ESMERALDA,Rural,0,0,0,1,1,0
"20,151",04/15/2021 12:00:00 AM,5:35:00 AM,Choque,ruta 6205 hatillo,ESMERALDA,Rural,0,0,0,1,1,0
"20,149",04/12/2021 12:00:00 AM,3:20:00 PM,Volcamiento,vereda la cuesta,ESMERALDA,Rural,0,0,0,1,1,0
"20,143",04/08/2021 12:00:00 AM,2:30:00 PM,Choque,KM 7 + 530,PAPELSA,Rural,0,0,0,1,1,0
"20,144",04/10/2021 12:00:00 AM,7:30:00 AM,Choque,KILOMETRO 8 + 100 BARBOSA SANTO DOMINGO,PAPELSA,Rural,0,0,1,0,1,0
"20,145",04/03/2021 12:00:00 AM,11:00:00 AM,Volcamiento,HOSPITAL BARBOSA,PARQ.DE LAS AGUAS,Rural,0,0,1,0,1,0
"20,146",04/12/2021 12:00:00 AM,5:00:00 PM,Choque,0 + 300 BARBOSA,PAPELSA,Rural,0,0,0,1,1,0
"20,147",04/04/2021 12:00:00 AM,10:30:00 AM,Volcamiento,BARBOSA,PAPELSA,Rural,0,0,1,0,1,0
"20,148",04/08/2021 12:00:00 AM,6:41:00 PM,Choque,KILOMETRO 0 + 100,PAPELSA,Rural,0,0,0,0,0,0
"20,138",04/07/2021 12:00:00 AM,5:00:00 PM,Choque,KM 4 ESTADERO EL ECO,PAPELSA,Rural,0,0,0,1,1,0
"20,139",04/11/2021 12:00:00 AM,9:00:00 PM,Volcamiento,cll 10 cr 17,ESMERALDA,Rural,0,0,1,0,1,0
"20,140",04/11/2021 12:00:00 AM,5:00:00 AM,Volcamiento,CLL 10 CR 17,ESMERALDA,Rural,0,0,0,1,1,0
"20,141",04/10/2021 12:00:00 AM,8:00:00 PM,Volcamiento,VEREDA POPALITO,ESMERALDA,Rural,0,0,0,1,1,0
"20,142",03/30/2021 12:00:00 AM,5:30:00 PM,Choque,VEREDA LA GOMEZ,ESMERALDA,Rural,0,0,0,1,1,0
"20,137",04/07/2021 12:00:00 AM,11:50:00 AM,Choque,VIA HATILLO PLATANITO KM 0 + 800,PAPELSA,Rural,0,0,0,1,1,0
"20,129",03/28/2021 12:00:00 AM,12:40:00 PM,Choque,TR KIMBERLY,PAPELSA,Rural,0,0,0,2,2,0
"20,130",04/04/2021 12:00:00 AM,4:00:00 PM,Choque,KM 20 + 900 VIA BELLO HATILLO CALZADA OCCIDENTE,PAPELSA,Rural,0,0,0,1,1,0
"20,131",04/04/2021 12:00:00 AM,6:00:00 AM,Volcamiento,VIA HATILLO DON  MATIAS KM 28 + 900,PAPELSA,Rural,0,0,0,1,1,0
"20,132",04/04/2021 12:00:00 AM,1:50:00 PM,Choque,VIA HATILLO PRADERA KM 8 + 650,PAPELSA,Rural,0,0,0,0,0,0
"20,133",04/05/2021 12:00:00 AM,2:30:00 AM,Choque,KM 29 +700,PAPELSA,Rural,0,0,0,0,0,0
"20,134",04/05/2021 12:00:00 AM,4:40:00 PM,Choque,VIA HATILLO MATAZANO KM 35 +050,PAPELSA,Rural,,0,2,0,2,0
"20,135",04/05/2021 12:00:00 AM,5:10:00 PM,Choque,HATILLO MATAZANO KM 29 + 750,PAPELSA,Rural,0,0,0,0,0,0
"20,136",04/06/2021 12:00:00 AM,5:30:00 PM,Choque,HATILLO MATASANO KM 29 + 160,PAPELSA,Rural,0,0,0,0,0,0
"20,119",04/03/2021 12:00:00 AM,8:10:00 PM,Choque,VIA HATILLO MATAZANO KM 33+ 400,PAPELSA,Rural,0,0,0,0,0,0
"20,120",03/28/2021 12:00:00 AM,9:00:00 AM,Choque,KM 8 + 600,PAPELSA,Rural,0,0,0,0,0,0
"20,121",03/28/2021 12:00:00 AM,10:50:00 AM,Choque,HATILLO BARBOSA KM 7 +200,PAPELSA,Rural,0,0,0,0,0,0
"20,123",03/27/2021 12:00:00 AM,5:13:00 PM,Choque,VIA HATILLO KM 19 + 920,PAPELSA,Rural,0,0,1,0,1,0
"20,124",03/26/2021 12:00:00 AM,12:54:00 PM,Choque,RUTA 6005 KM 2 +500,PAPELSA,Rural,0,0,0,1,1,0
"20,122",03/30/2021 12:00:00 AM,3:30:00 AM,Atropello,km 7 + 700,ESMERALDA,Rural,0,0,1,1,0,2
"20,125",03/27/2021 12:00:00 AM,5:00:00 PM,Choque,parque de las aguas k19 +200 r25,ESMERALDA,Rural,0,0,1,0,1,0
"20,126",03/27/2021 12:00:00 AM,11:00:00 PM,Choque,CALLE 17 # 14-16,ESMERALDA,Urbana,0,0,1,0,1,0
"20,127",04/04/2021 12:00:00 AM,4:40:00 PM,Volcamiento,CR 21 CLL 13,ESMERALDA,Urbana,0,0,1,0,1,0
"20,128",04/04/2021 12:00:00 AM,3:40:00 PM,Volcamiento,CRA 21 # 04-30,ESMERALDA,Urbana,0,0,0,1,1,0
"20,117",03/25/2021 12:00:00 AM,7:00:00 PM,Atropello,ruta 6205 via barbosa hatillo k3+ 9000 eco,ESMERALDA,Rural,0,0,0,2,2,0
"20,118",04/04/2021 12:00:00 AM,7:50:00 PM,Volcamiento,hospital barbosa,ESMERALDA,Urbana,0,0,1,1,2,0
"20,114",03/18/2021 12:00:00 AM,8:30:00 AM,Volcamiento,GLORIETA HATILLO K1 + 100 VIA BARBOSA,ESMERALDA,Rural,0,0,0,1,1,0
"20,115",04/03/2021 12:00:00 AM,11:35:00 AM,Choque,CR 17 # 13-60 CENTRO,ESMERALDA,Urbana,0,0,0,0,0,0
"20,116",04/02/2021 12:00:00 AM,1:40:00 PM,Choque,DON MATIAS HATILLO KM  34 +500,PAPELSA,Rural,0,0,1,1,2,0
"20,113",03/23/2021 12:00:00 AM,5:30:00 AM,Volcamiento,HATILLO DON  MATIAS KMM 33 + 300,ESMERALDA,Rural,0,0,12,1,13,0
"20,112",03/24/2021 12:00:00 AM,5:50:00 PM,Choque,HATILLO DON MATIAS KM 25 +440,PAPELSA,Rural,0,0,0,1,1,0
"20,103",03/17/2021 12:00:00 AM,7:30:00 AM,Choque,VIA HATILLO ALTO MATAZANO KM 34 +400,PAPELSA,Rural,0,0,0,1,1,0
"20,104",03/17/2021 12:00:00 AM,2:50:00 PM,Volcamiento,HATILLO PLATANITO R6205,PAPELSA,Rural,0,0,0,1,1,0
"20,106",03/16/2021 12:00:00 AM,7:20:00 AM,Choque,CR 21 PUENTE DE KIMBERLY,PAPELSA,Rural,0,0,0,0,0,0
"20,107",03/20/2021 12:00:00 AM,12:26:00 PM,Choque,VEREDA EL VALLO K 0 + 412,PAPELSA,Rural,0,0,0,1,1,0
"20,108",03/18/2021 12:00:00 AM,9:30:00 AM,Choque,CR 21 CL 19,PAPELSA,Urbana,0,0,0,0,0,0
"20,110",03/19/2021 12:00:00 AM,11:20:00 AM,Choque,VIA HATILLO BELLO KM 22 + 700,PAPELSA,Rural,0,0,0,0,0,0
"20,111",03/21/2021 12:00:00 AM,4:40:00 AM,Volcamiento,KM 4 +270,PAPELSA,Rural,0,0,0,1,0,1
"20,100",03/12/2021 12:00:00 AM,6:00:00 PM,Volcamiento,via hatillo girardota k 5 + 200 granja girardota,ESMERALDA,Rural,0,0,0,1,1,0
"20,101",03/22/2021 12:00:00 AM,1:30:00 PM,Choque,BELLO MATAZANO KM 34 + 520,ESMERALDA,Rural,0,0,0,1,1,0
"20,102",03/22/2021 12:00:00 AM,4:00:00 PM,Choque,VIA HATILLO PRADERA KM 18+750,ESMERALDA,Rural,0,0,0,0,0,0
"20,105",03/22/2021 12:00:00 AM,3:20:00 PM,Choque,HATILLO PRADERA KM 18+ 760,ESMERALDA,Rural,0,0,0,0,0,0
"20,109",03/20/2021 12:00:00 AM,12:10:00 PM,Choque,CR 21 ENTRE CLL 21 Y 6205A,ESMERALDA,Urbana,0,0,1,2,3,0
"20,099",03/20/2021 12:00:00 AM,9:40:00 AM,Volcamiento,h.s.v.p barbosa ant,ESMERALDA,Rural,0,0,1,1,2,0
"20,098",03/18/2021 12:00:00 AM,12:00:00 PM,Choque,km 3 + 300,ESMERALDA,Rural,0,0,0,1,1,0
"20,092",03/13/2021 12:00:00 AM,9:30:00 AM,Choque,KM 1 VEREDA POPALITO,ESMERALDA,Rural,0,0,1,0,1,0
"20,093",03/12/2021 12:00:00 AM,10:30:00 PM,Choque,HATILLO MATAZANO KM 25 + 800,PAPELSA,Rural,0,0,0,0,0,0
"20,094",03/13/2021 12:00:00 AM,6:43:00 AM,Choque,MATASANO HATILLO KM 33 +300,PAPELSA,Rural,0,1,0,0,1,0
"20,095",03/14/2021 12:00:00 AM,2:00:00 PM,Volcamiento,CR 21 SECTOR KYMBERLY,PAPELSA,Rural,0,0,1,1,2,0
"20,096",03/14/2021 12:00:00 AM,2:05:00 PM,Volcamiento,VEREDA LA MONTAÑITA 5 RIALES,PAPELSA,Rural,0,0,0,1,1,0
"20,097",03/12/2021 12:00:00 AM,12:00:00 AM,Atropello,BELLO HATILLO KM 22 + 100,PAPELSA,Rural,1,0,0,0,1,0
"20,091",03/12/2021 12:00:00 AM,8:00:00 AM,Choque,RUTA 6205 CORREGIMIENTO DEL HATILLO,PAPELSA,Rural,0,0,0,1,1,0
"20,087",03/07/2021 12:00:00 AM,8:30:00 AM,Choque,cr 21 por cll 20,ESMERALDA,Urbana,0,0,0,0,0,0
"20,088",03/07/2021 12:00:00 AM,3:00:00 AM,Volcamiento,CRA 2A  CALLE 13 TRESA PALOS CAS,PAPELSA,Urbana,0,0,0,1,1,0
"20,089",03/09/2021 12:00:00 AM,10:40:00 AM,Volcamiento,KM 4 + 350,PAPELSA,Rural,0,0,0,1,1,0
"20,090",03/08/2021 12:00:00 AM,6:45:00 AM,Volcamiento,HATILLO PRADERA KM  0+ 680,PAPELSA,Rural,0,0,0,0,0,0
"20,085",03/05/2021 12:00:00 AM,7:40:00 PM,Atropello,calle 19 # 17 42,ESMERALDA,Urbana,0,0,1,0,1,0
"20,086",03/07/2021 12:00:00 AM,11:00:00 AM,Choque,CRA 18 ENTRE CLL 13 Y 11,ESMERALDA,Urbana,0,0,0,0,0,0
"20,079",03/04/2021 12:00:00 AM,2:40:00 PM,Choque,km 4 +200 vereda eco,ESMERALDA,Rural,0,0,1,1,2,0
"20,080",03/07/2021 12:00:00 AM,11:30:00 AM,Choque,VIA BARBOSA PORCE K 16 + 400 RUTA 62005,ESMERALDA,Rural,0,0,0,2,2,0
"20,081",03/05/2021 12:00:00 AM,6:10:00 PM,Choque,VEREDA SALADITO KM 3 + 600,ESMERALDA,Rural,0,0,0,1,1,0
"20,082",02/04/2021 12:00:00 AM,11:30:00 AM,Volcamiento,VEREDA  LAS VICTORIAS,ESMERALDA,Rural,0,0,1,0,1,0
"20,083",03/02/2021 12:00:00 AM,1:00:00 AM,Choque,PRADERA HATILLO 4 + 200,ESMERALDA,Rural,0,0,0,1,1,0
"20,084",03/05/2021 12:00:00 AM,5:30:00 PM,Atropello,KM 4 + 200,ESMERALDA,Rural,0,0,1,0,1,0
"20,074",02/24/2021 12:00:00 AM,11:10:00 PM,Choque,CR 21 X CL 15,PAPELSA,Urbana,0,0,0,1,1,0
"20,075",03/01/2021 12:00:00 AM,4:00:00 PM,Choque,CR 21 FRENTE 17 - 21,PAPELSA,Urbana,0,0,0,0,0,0
"20,076",02/28/2021 12:00:00 AM,7:00:00 PM,Choque,HATILLO BELLO KM  19 + 300,PAPELSA,Rural,0,0,0,0,0,0
"20,077",03/02/2021 12:00:00 AM,12:30:00 PM,Volcamiento,KM 4 + 300 TRAMO 6205,PAPELSA,Rural,0,0,0,1,1,0
"20,078",03/02/2021 12:00:00 AM,1:00:00 AM,Choque,PRADERA HATILLO 4 + 200,PAPELSA,Rural,0,0,0,1,1,0
"20,071",02/27/2021 12:00:00 AM,9:15:00 PM,Volcamiento,VEREDA EL PARAISO,ESMERALDA,Rural,0,0,0,1,1,0
"20,072",02/19/2021 12:00:00 AM,12:05:00 PM,Choque,vereda lajas (entrada v caretero + 900 mt),ESMERALDA,Rural,0,0,0,0,0,0
"20,073",02/28/2021 12:00:00 AM,12:10:00 AM,Choque,hatillo matazano km 31 + 8000,ESMERALDA,Rural,0,0,0,0,0,0
"20,067",02/26/2021 12:00:00 AM,8:00:00 AM,Choque,alto de matazano bello km 34 + 500,ESMERALDA,Rural,0,0,1,0,1,0
"20,068",02/28/2021 12:00:00 AM,6:00:00 AM,Choque,cto hatillo cabildo,ESMERALDA,Rural,0,0,0,2,2,0
"20,070",03/01/2021 12:00:00 AM,1:30:00 AM,Volcamiento,via concepcion barbosa,ESMERALDA,Rural,0,0,1,0,1,0
"20,069",02/19/2021 12:00:00 AM,10:00:00 AM,Choque,CR 21 4 39,PAPELSA,Urbana,0,0,0,0,0,0
"20,060",02/22/2021 12:00:00 AM,10:08:00 AM,Choque,VEREDA EL ECO,PAPELSA,Rural,0,0,1,1,2,0
"20,061",02/22/2021 12:00:00 AM,2:00:00 PM,Atropello,VIA HATILLO CABILDO,PAPELSA,Rural,1,0,0,0,1,0
"20,062",02/18/2021 12:00:00 AM,12:30:00 PM,Choque,CR 14 CON CL 11,PAPELSA,Urbana,0,0,0,0,0,0
"20,064",02/23/2021 12:00:00 AM,11:37:00 PM,Choque,BARRIO LOS ABUELOS,PAPELSA,Urbana,0,0,0,1,1,0
"20,065",02/23/2021 12:00:00 AM,5:45:00 AM,Choque,BELLO DON MATIAS KM  28 + 800,PAPELSA,Rural,0,0,0,0,0,0
"20,066",02/18/2021 12:00:00 AM,12:00:00 PM,Atropello,CL 16 CR 15,PAPELSA,Urbana,1,0,0,0,1,0
"20,057",02/19/2021 12:00:00 AM,7:00:00 PM,Choque,cll 10 cr 17 hsvp,ESMERALDA,Urbana,0,0,0,1,1,0
"20,058",02/22/2021 12:00:00 AM,11:30:00 PM,Choque,cr 21 # 13-11 bomba terpel,ESMERALDA,Urbana,0,0,0,0,0,0
"20,059",02/23/2021 12:00:00 AM,5:15:00 PM,Volcamiento,ruta 2510 km 8 + 200 aprox,ESMERALDA,Rural,0,0,0,1,1,0
"20,054",02/19/2021 12:00:00 AM,5:50:00 AM,Volcamiento,vereda isaza,ESMERALDA,Rural,0,0,0,1,1,0
"20,055",02/19/2021 12:00:00 AM,7:00:00 PM,Choque,cll 13 frente 14 - 45,ESMERALDA,Urbana,0,0,0,0,0,0
"20,056",02/18/2021 12:00:00 AM,7:00:00 AM,Choque,VIA LAJAS CARRETERO,ESMERALDA,Rural,0,0,0,1,1,0
"20,051",02/18/2021 12:00:00 AM,11:55:00 AM,Choque,k 1 + 500 mts,ESMERALDA,Rural,0,0,0,1,1,0
"20,052",02/12/2021 12:00:00 AM,11:00:00 AM,Volcamiento,K 04 + 000 VEREDA EL ECO,ESMERALDA,Urbana,0,0,0,1,1,0
"20,053",02/19/2021 12:00:00 AM,6:30:00 AM,Volcamiento,pradera,ESMERALDA,Rural,0,0,1,1,2,0
"20,048",02/15/2021 12:00:00 AM,7:30:00 PM,Volcamiento,h.s.v.p barbosa,ESMERALDA,Rural,0,0,0,1,1,0
